"season","holiday","workingday","weather","temp","atemp","humidity","windspeed","weekday","hour","day","month","year","count"
4,0,1,2,-1.23811427501578,-1.28372230135122,65,-1.28372230135122,4,8,12,12,2012,688
1,0,1,1,-1.554398571743,-1.46314105078776,82,-1.46314105078776,4,8,11,1,2012,499
3,0,1,1,0.65959150534753,0.869302691887339,57,0.86930269188734,5,3,14,7,2011,6
4,0,1,1,1.29216009880197,1.04872144132389,37,1.04872144132389,6,14,5,10,2012,400
3,0,1,1,0.870447703165676,0.779889387712691,83,0.779889387712691,5,20,18,8,2011,165
3,0,1,1,1.39758819771104,1.40755894019698,58,1.40755894019698,5,20,7,7,2011,285
2,0,1,1,0.554163406438457,0.689883942450793,20,0.689883942450793,3,15,3,4,2012,316
2,0,1,1,0.132451010802165,0.151627694141154,59,0.151627694141154,6,0,18,5,2012,70
4,0,0,1,-0.183833285925053,-0.11779650055729,44,-0.11779650055729,1,0,16,10,2011,107
3,0,1,2,1.60844439552919,1.85640188433197,63,1.85640188433197,6,14,8,7,2011,216
2,0,0,1,0.237879109711238,0.241633139403052,32,0.241633139403052,1,15,17,4,2011,388
1,0,1,2,-0.394689483743199,-0.297215249993837,77,-0.297215249993837,6,8,18,2,2011,272
1,0,0,1,-0.0784051870159804,-0.0277910552953925,39,-0.0277910552953925,1,15,13,3,2011,304
2,0,1,1,0.554163406438457,0.779889387712691,26,0.779889387712691,6,13,11,5,2012,363
1,0,1,1,-0.500117582652272,-0.386628554168485,76,-0.386628554168485,5,14,2,2,2012,141
2,0,0,2,-0.710973780470418,-0.745466053041578,76,-0.745466053041578,1,2,1,4,2012,81
1,0,1,2,-1.34354237392486,-1.28372230135122,60,-1.28372230135122,6,18,4,2,2011,155
4,0,0,1,-0.183833285925053,-0.11779650055729,51,-0.11779650055729,1,23,13,11,2011,67
4,0,1,1,-0.500117582652272,-0.386628554168485,71,-0.386628554168485,3,20,1,11,2011,209
2,0,1,1,1.39758819771104,1.31814563602233,52,1.31814563602233,6,14,17,6,2011,215
3,1,0,2,0.870447703165676,0.689883942450793,94,0.689883942450793,2,0,3,9,2012,104
2,0,1,1,0.870447703165676,0.869302691887339,50,0.86930269188734,6,11,15,6,2012,286
4,0,0,1,-1.554398571743,-1.46314105078776,69,-1.46314105078776,1,1,18,12,2011,46
1,0,1,3,-1.76525476956115,-1.46314105078776,93,-1.46314105078776,3,7,1,2,2011,52
3,0,1,2,1.29216009880197,1.22814019076043,55,1.22814019076043,4,9,3,8,2011,195
1,0,1,1,-1.02725807719764,-0.835471498303476,70,-0.835471498303476,6,6,2,3,2012,92
3,0,1,3,0.554163406438457,0.241633139403052,94,0.241633139403052,3,0,18,9,2012,13
1,0,1,1,-1.554398571743,-1.73256524548621,47,-1.73256524548621,4,14,12,1,2011,44
2,0,1,3,0.237879109711238,0.241633139403052,94,0.241633139403052,3,3,17,5,2011,4
1,0,0,1,-0.710973780470418,-0.924884802478124,29,-0.924884802478124,1,16,4,3,2012,299
2,0,0,1,1.08130390098382,1.04872144132389,58,1.04872144132389,7,22,9,6,2012,214
3,0,1,1,0.554163406438457,0.510465193014247,83,0.510465193014247,4,4,14,9,2011,9
3,0,1,1,1.08130390098382,1.13872688658578,79,1.13872688658578,4,21,13,7,2011,250
3,0,1,1,-0.0784051870159804,-0.0277910552953925,67,-0.0277910552953925,6,22,16,9,2011,167
3,0,1,1,0.765019604256603,0.869302691887339,36,0.86930269188734,3,18,11,9,2012,877
2,0,0,2,-0.710973780470418,-0.65605274886693,81,-0.65605274886693,7,11,9,4,2011,142
2,0,1,1,-0.500117582652272,-0.386628554168485,82,-0.386628554168485,6,7,6,5,2011,222
4,0,0,2,-0.816401879379491,-0.65605274886693,87,-0.65605274886693,1,5,16,12,2012,9
2,0,0,1,0.343307208620311,0.3310464435777,56,0.3310464435777,1,2,17,6,2012,74
3,0,1,1,2.13558489007455,1.76639643907007,25,1.76639643907007,3,15,2,8,2011,168
2,0,1,3,-1.23811427501578,-1.28372230135122,93,-1.28372230135122,6,2,1,4,2011,7
2,0,0,2,0.765019604256603,0.869302691887339,61,0.86930269188734,1,1,5,6,2011,96
2,0,1,2,1.71387249443826,1.49756438545888,34,1.49756438545888,2,14,11,6,2012,259
4,0,1,2,0.132451010802165,0.151627694141154,77,0.151627694141154,3,22,18,10,2011,137
4,0,1,1,-0.710973780470418,-0.835471498303476,29,-0.835471498303476,5,11,8,11,2012,171
2,0,1,2,0.132451010802165,0.151627694141154,77,0.151627694141154,2,10,7,5,2012,190
2,0,1,1,0.343307208620311,0.3310464435777,88,0.3310464435777,6,3,4,5,2012,14
3,0,0,2,0.870447703165676,0.869302691887339,65,0.86930269188734,1,16,19,8,2012,356
2,0,1,2,0.343307208620311,0.3310464435777,78,0.3310464435777,3,2,3,5,2011,5
4,0,1,3,-0.183833285925053,-0.11779650055729,77,-0.11779650055729,3,0,11,12,2012,31
4,0,0,2,-0.710973780470418,-0.745466053041578,62,-0.745466053041578,7,21,19,11,2011,108
1,0,1,1,-1.87068286847022,-2.0914027443593,50,-2.0914027443593,5,4,13,1,2011,4
4,0,1,2,0.0270229118930925,0.0616222488792559,59,0.061622248879256,6,4,16,12,2011,5
4,0,1,3,0.237879109711238,0.241633139403052,77,0.241633139403052,2,22,1,10,2012,207
2,0,1,1,1.08130390098382,0.959308137149237,37,0.959308137149238,5,13,7,6,2012,315
4,0,0,1,-0.289261384834126,-0.207209804731939,44,-0.207209804731939,7,19,13,10,2012,332
1,0,1,1,0.0270229118930925,0.0616222488792559,45,0.061622248879256,5,14,17,3,2011,119
3,0,1,1,0.65959150534753,0.510465193014247,88,0.510465193014247,6,6,7,9,2012,140
4,0,1,1,0.0270229118930925,0.0616222488792559,48,0.061622248879256,3,12,1,11,2011,176
2,0,0,2,-0.0784051870159804,-0.0277910552953925,82,-0.0277910552953925,1,17,1,5,2011,196
1,0,0,2,-0.710973780470418,-0.745466053041578,40,-0.745466053041578,1,2,4,3,2012,80
3,0,1,1,1.29216009880197,1.22814019076043,55,1.22814019076043,2,19,9,7,2012,631
4,0,0,1,0.343307208620311,0.3310464435777,40,0.3310464435777,7,11,15,10,2011,374
1,0,1,2,-0.289261384834126,-0.207209804731939,94,-0.207209804731939,6,22,16,3,2012,148
3,0,0,1,0.975875802074748,0.959308137149237,79,0.959308137149238,7,9,11,8,2012,271
1,0,1,1,-0.183833285925053,-0.11779650055729,88,-0.11779650055729,2,1,19,3,2012,15
3,0,1,2,1.08130390098382,1.04872144132389,70,1.04872144132389,3,8,7,8,2012,705
3,0,1,1,0.65959150534753,0.689883942450793,73,0.689883942450793,5,4,16,8,2012,5
1,0,1,1,-0.921829978288564,-0.745466053041578,36,-0.745466053041578,5,20,9,2,2012,199
3,0,1,2,0.237879109711238,0.241633139403052,88,0.241633139403052,3,17,6,9,2011,291
2,0,1,1,1.39758819771104,1.22814019076043,45,1.22814019076043,6,16,17,6,2011,355
3,0,0,1,0.765019604256603,0.600470638276144,89,0.600470638276145,7,2,9,7,2011,55
4,0,0,1,-1.44897047283393,-1.46314105078776,55,-1.46314105078776,1,19,11,12,2011,105
1,0,1,2,-1.65982667065207,-1.73256524548621,74,-1.73256524548621,6,4,4,3,2011,1
4,0,1,3,-0.183833285925053,-0.11779650055729,94,-0.11779650055729,4,7,16,11,2011,137
4,0,1,2,-0.500117582652272,-0.386628554168485,62,-0.386628554168485,5,4,17,11,2011,4
1,0,1,1,-1.02725807719764,-1.19430899717657,56,-1.19430899717657,6,1,3,2,2012,22
4,0,1,2,-0.500117582652272,-0.386628554168485,40,-0.386628554168485,6,15,2,11,2012,306
1,0,1,1,-1.97611096737929,-2.0914027443593,74,-2.0914027443593,6,9,11,2,2011,140
4,0,1,1,0.343307208620311,0.3310464435777,52,0.3310464435777,6,19,7,10,2011,294
4,0,1,2,-0.500117582652272,-0.386628554168485,94,-0.386628554168485,2,18,17,12,2012,507
2,0,1,1,0.870447703165676,0.869302691887339,61,0.86930269188734,2,22,6,6,2011,173
4,0,0,1,-0.183833285925053,-0.11779650055729,59,-0.11779650055729,1,11,11,11,2012,504
3,0,1,3,0.237879109711238,0.241633139403052,88,0.241633139403052,3,20,6,9,2011,163
3,0,0,1,1.81930059334733,1.58697768963352,36,1.58697768963352,1,17,10,7,2011,363
2,0,1,1,0.554163406438457,0.600470638276144,78,0.600470638276145,6,9,4,5,2012,294
3,0,1,1,1.50301629662011,1.40755894019698,52,1.40755894019698,4,14,14,9,2011,124
4,0,1,1,-1.02725807719764,-0.835471498303476,93,-0.835471498303476,2,5,7,11,2011,26
4,0,0,1,-0.710973780470418,-0.566047303605031,87,-0.566047303605031,1,22,6,11,2011,45
3,0,0,2,0.765019604256603,0.600470638276144,89,0.600470638276145,1,7,3,7,2011,25
3,0,1,1,1.08130390098382,1.04872144132389,51,1.04872144132389,6,14,15,7,2011,265
2,0,1,2,-0.289261384834126,-0.207209804731939,77,-0.207209804731939,4,13,13,4,2011,61
2,0,1,1,-0.921829978288564,-1.01489024774002,66,-1.01489024774002,5,8,12,4,2012,624
4,0,0,1,-0.710973780470418,-0.65605274886693,50,-0.65605274886693,7,18,5,11,2011,237
3,0,0,1,1.29216009880197,1.40755894019698,74,1.40755894019698,7,4,7,7,2012,16
4,0,0,2,-1.13268617610671,-1.28372230135122,45,-1.28372230135122,7,12,17,12,2011,244
4,0,1,2,0.237879109711238,0.241633139403052,83,0.241633139403052,5,22,18,10,2012,229
2,0,0,2,-1.02725807719764,-1.01489024774002,87,-1.01489024774002,7,1,9,4,2011,20
3,0,1,1,1.71387249443826,1.58697768963352,48,1.58697768963352,2,11,8,8,2011,179
1,0,0,1,-1.02725807719764,-1.19430899717657,49,-1.19430899717657,1,10,4,3,2012,192
3,0,1,2,1.18673199989289,1.22814019076043,62,1.22814019076043,4,9,15,8,2012,367
3,0,1,3,1.08130390098382,1.13872688658578,84,1.13872688658578,6,5,10,8,2012,33
2,0,0,1,-0.605545681561345,-0.476633999430383,54,-0.476633999430383,7,17,2,4,2011,184
1,0,0,3,-0.816401879379491,-1.01489024774002,100,-1.01489024774002,1,17,6,3,2011,25
2,0,1,1,0.237879109711238,0.241633139403052,56,0.241633139403052,3,21,5,6,2012,283
4,0,1,2,0.132451010802165,0.151627694141154,94,0.151627694141154,3,1,11,10,2011,11
4,0,1,1,-0.0784051870159804,-0.0277910552953925,77,-0.0277910552953925,4,1,5,10,2011,11
2,0,1,2,0.765019604256603,0.779889387712691,69,0.779889387712691,3,17,8,5,2012,717
1,0,1,1,-0.816401879379491,-1.10430355191467,29,-1.10430355191467,4,21,2,3,2011,71
1,0,1,1,-0.289261384834126,-0.207209804731939,72,-0.207209804731939,5,7,15,3,2012,381
2,0,1,1,-0.500117582652272,-0.386628554168485,76,-0.386628554168485,2,5,2,4,2012,24
3,0,0,3,1.29216009880197,1.40755894019698,74,1.40755894019698,1,17,7,8,2011,194
1,0,1,3,-1.76525476956115,-1.46314105078776,93,-1.46314105078776,3,8,1,2,2011,135
4,0,1,2,-0.500117582652272,-0.386628554168485,87,-0.386628554168485,2,14,17,12,2012,181
2,0,0,2,-0.500117582652272,-0.386628554168485,87,-0.386628554168485,1,10,10,4,2011,150
3,0,0,1,1.08130390098382,1.04872144132389,70,1.04872144132389,1,21,2,9,2012,171
1,0,1,1,-1.554398571743,-1.73256524548621,32,-1.73256524548621,3,8,15,2,2011,223
4,0,1,2,-0.500117582652272,-0.386628554168485,71,-0.386628554168485,2,12,3,10,2011,147
1,0,0,1,-1.44897047283393,-1.37372774661312,80,-1.37372774661312,7,9,18,2,2012,138
1,0,1,2,-0.921829978288564,-0.924884802478124,87,-0.924884802478124,5,19,16,2,2012,258
3,0,1,3,0.765019604256603,-1.37372774661312,83,-1.37372774661312,6,23,17,8,2012,121
3,0,1,1,1.29216009880197,1.31814563602233,70,1.31814563602233,4,9,5,9,2012,290
3,0,0,1,1.18673199989289,1.22814019076043,66,1.22814019076043,1,8,10,7,2011,92
2,0,1,3,-0.289261384834126,-0.207209804731939,94,-0.207209804731939,2,2,2,4,2012,5
3,0,1,1,1.39758819771104,1.22814019076043,48,1.22814019076043,3,13,16,8,2011,192
2,0,1,1,0.237879109711238,0.241633139403052,28,0.241633139403052,2,13,9,4,2012,281
4,0,1,2,-0.289261384834126,-0.207209804731939,100,-0.207209804731939,3,21,6,12,2011,114
4,0,1,3,0.132451010802165,0.151627694141154,83,0.151627694141154,4,6,19,10,2011,31
1,0,1,1,-1.02725807719764,-0.835471498303476,49,-0.835471498303476,5,20,5,1,2012,177
4,0,1,1,0.554163406438457,0.869302691887339,40,0.86930269188734,4,15,10,10,2012,319
2,0,1,1,0.448735307529384,0.421051888839598,64,0.421051888839598,5,16,19,5,2011,302
2,0,1,2,0.554163406438457,0.600470638276144,78,0.600470638276145,4,1,9,5,2012,14
4,0,1,1,-0.710973780470418,-0.65605274886693,76,-0.65605274886693,5,0,3,11,2011,31
1,0,1,2,-1.02725807719764,-0.924884802478124,70,-0.924884802478124,6,23,10,2,2012,65
2,0,1,1,-0.710973780470418,-0.835471498303476,50,-0.835471498303476,6,2,6,4,2012,11
4,0,1,1,-0.921829978288564,-1.01489024774002,53,-1.01489024774002,6,23,2,12,2011,95
3,0,1,1,1.08130390098382,0.959308137149237,45,0.959308137149238,5,0,11,8,2011,46
3,0,1,1,1.9247286922564,1.58697768963352,30,1.58697768963352,3,13,2,8,2011,203
2,0,1,1,0.237879109711238,0.241633139403052,94,0.241633139403052,4,4,16,5,2012,4
3,0,1,3,0.765019604256603,0.510465193014247,94,0.510465193014247,5,17,8,9,2011,113
4,0,1,1,0.65959150534753,0.689883942450793,73,0.689883942450793,6,19,5,10,2012,500
2,0,1,1,-0.289261384834126,-0.207209804731939,82,-0.207209804731939,6,23,6,5,2011,120
2,0,1,2,-0.394689483743199,-0.297215249993837,77,-0.297215249993837,4,17,18,4,2012,488
4,0,0,1,-1.13268617610671,-1.10430355191467,61,-1.10430355191467,1,3,4,11,2012,11
4,0,1,1,-0.394689483743199,-0.297215249993837,16,-0.297215249993837,5,16,8,11,2012,339
3,0,1,1,2.13558489007455,1.85640188433197,27,1.85640188433197,2,16,1,8,2011,231
4,0,1,1,-0.710973780470418,-0.835471498303476,37,-0.835471498303476,5,21,8,11,2012,233
4,0,0,1,-1.23811427501578,-1.46314105078776,52,-1.46314105078776,7,1,19,11,2011,35
1,0,1,2,-0.605545681561345,-0.476633999430383,54,-0.476633999430383,2,15,7,2,2011,50
2,0,0,1,0.132451010802165,0.151627694141154,72,0.151627694141154,7,7,2,6,2012,86
4,0,0,1,-0.500117582652272,-0.386628554168485,62,-0.386628554168485,1,14,18,11,2012,428
4,0,1,1,0.343307208620311,0.3310464435777,37,0.3310464435777,6,14,12,10,2012,371
2,0,1,1,0.765019604256603,0.689883942450793,78,0.689883942450793,2,0,13,6,2011,28
4,0,0,1,-0.816401879379491,-0.835471498303476,76,-0.835471498303476,1,7,2,10,2011,29
4,0,0,2,-0.605545681561345,-0.476633999430383,94,-0.476633999430383,7,8,8,12,2012,111
4,0,1,3,-0.183833285925053,-0.11779650055729,100,-0.11779650055729,3,19,6,12,2011,233
3,0,0,2,0.765019604256603,0.779889387712691,69,0.779889387712691,7,2,3,9,2011,41
1,0,1,1,-1.87068286847022,-2.0914027443593,50,-2.0914027443593,5,9,13,1,2011,139
3,0,1,3,0.65959150534753,0.689883942450793,73,0.689883942450793,6,1,2,9,2011,32
3,0,1,3,0.65959150534753,0.600470638276144,83,0.600470638276145,6,20,19,8,2011,58
3,0,1,3,0.65959150534753,0.241633139403052,100,0.241633139403052,5,19,8,9,2011,52
3,0,0,2,0.870447703165676,0.779889387712691,83,0.779889387712691,1,21,3,7,2011,167
3,0,0,1,1.08130390098382,1.04872144132389,58,1.04872144132389,1,0,3,7,2011,144
3,0,1,2,0.448735307529384,0.421051888839598,64,0.421051888839598,2,11,19,9,2011,139
2,0,0,1,-0.921829978288564,-0.924884802478124,36,-0.924884802478124,7,6,7,4,2012,19
3,0,1,1,0.0270229118930925,0.0616222488792559,77,0.061622248879256,2,4,17,9,2012,11
4,0,1,1,1.08130390098382,1.04872144132389,65,1.04872144132389,4,19,3,10,2012,593
4,0,0,1,-0.0784051870159804,-0.0277910552953925,55,-0.0277910552953925,7,19,6,10,2012,341
3,0,1,1,1.08130390098382,0.959308137149237,34,0.959308137149238,4,13,12,9,2012,323
4,0,1,3,-0.921829978288564,-1.01489024774002,87,-1.01489024774002,3,7,13,11,2012,107
4,0,1,3,-1.02725807719764,-1.19430899717657,75,-1.19430899717657,3,10,13,11,2012,94
4,0,1,1,-0.710973780470418,-0.745466053041578,50,-0.745466053041578,5,5,11,10,2012,42
4,0,0,1,0.237879109711238,0.241633139403052,83,0.241633139403052,7,5,6,10,2012,10
2,0,0,1,0.554163406438457,0.869302691887339,40,0.86930269188734,7,12,7,5,2011,373
2,0,1,3,0.343307208620311,0.3310464435777,88,0.3310464435777,4,19,18,5,2011,331
1,0,0,2,-1.02725807719764,-1.01489024774002,93,-1.01489024774002,7,4,5,3,2011,1
2,0,0,1,0.132451010802165,0.151627694141154,63,0.151627694141154,1,3,3,6,2012,50
1,0,1,3,-1.87068286847022,-1.55314649604966,93,-1.55314649604966,3,6,1,2,2011,22
3,1,0,2,0.870447703165676,0.689883942450793,89,0.689883942450793,2,17,5,9,2011,114
1,0,1,2,-1.23811427501578,-1.19430899717657,60,-1.19430899717657,3,10,14,2,2012,98
4,0,1,3,-0.710973780470418,-0.745466053041578,62,-0.745466053041578,5,10,1,11,2012,146
4,0,1,1,-0.710973780470418,-0.745466053041578,57,-0.745466053041578,6,23,12,10,2012,100
1,0,1,1,0.132451010802165,0.151627694141154,27,0.151627694141154,6,16,6,1,2012,294
2,0,0,1,-0.183833285925053,-0.11779650055729,23,-0.11779650055729,7,23,7,4,2012,118
3,0,1,1,1.60844439552919,1.76639643907007,59,1.76639643907007,2,12,18,7,2011,165
2,0,0,2,1.18673199989289,1.13872688658578,58,1.13872688658578,7,20,18,6,2011,188
3,0,1,1,1.60844439552919,1.58697768963352,49,1.58697768963352,4,17,17,8,2011,552
3,0,0,2,0.975875802074748,0.959308137149237,79,0.959308137149238,7,19,13,8,2011,237
4,0,0,1,-0.394689483743199,-0.297215249993837,62,-0.297215249993837,1,15,4,12,2011,296
4,0,1,3,0.237879109711238,0.241633139403052,100,0.241633139403052,5,8,13,10,2011,209
3,0,0,1,1.08130390098382,1.04872144132389,65,1.04872144132389,1,12,11,9,2011,411
3,0,1,1,1.39758819771104,1.40755894019698,58,1.40755894019698,4,23,18,7,2012,131
1,0,1,1,-1.34354237392486,-1.37372774661312,56,-1.37372774661312,2,2,9,1,2012,5
2,0,0,1,0.448735307529384,0.421051888839598,23,0.421051888839598,1,13,8,4,2012,483
3,0,1,2,1.18673199989289,1.13872688658578,54,1.13872688658578,2,4,2,7,2012,12
3,0,0,2,1.60844439552919,1.76639643907007,59,1.76639643907007,7,13,6,8,2011,441
2,0,1,1,0.0270229118930925,0.0616222488792559,63,0.061622248879256,5,23,19,4,2012,144
2,0,1,1,0.765019604256603,0.869302691887339,38,0.86930269188734,2,18,4,6,2012,822
2,0,0,1,1.29216009880197,1.04872144132389,30,1.04872144132389,7,17,19,5,2012,626
2,0,1,1,2.13558489007455,2.21523938320506,42,2.21523938320506,4,13,8,6,2011,136
1,0,1,1,-1.13268617610671,-1.37372774661312,45,-1.37372774661312,4,19,2,2,2011,91
4,0,1,1,-0.816401879379491,-0.835471498303476,49,-0.835471498303476,3,22,18,12,2012,132
3,0,1,1,1.08130390098382,1.04872144132389,48,1.04872144132389,5,22,11,8,2011,157
4,0,1,1,0.132451010802165,0.151627694141154,77,0.151627694141154,2,20,17,10,2011,229
2,0,1,1,1.29216009880197,1.13872688658578,48,1.13872688658578,2,16,11,4,2011,235
1,0,0,1,-1.44897047283393,-1.19430899717657,80,-1.19430899717657,7,1,1,1,2011,40
1,0,1,1,-1.87068286847022,-2.0013972990974,46,-2.0013972990974,2,2,13,2,2012,4
4,0,1,1,0.132451010802165,0.151627694141154,52,0.151627694141154,3,12,8,11,2011,203
4,0,0,1,-1.02725807719764,-1.19430899717657,49,-1.19430899717657,1,13,18,12,2011,228
1,0,0,1,-0.500117582652272,-0.386628554168485,37,-0.386628554168485,7,21,19,3,2011,93
2,0,1,1,0.765019604256603,0.689883942450793,78,0.689883942450793,2,3,11,6,2012,6
3,0,0,1,1.29216009880197,1.31814563602233,66,1.31814563602233,1,15,14,8,2011,331
4,0,0,1,0.343307208620311,0.3310464435777,68,0.3310464435777,1,10,9,10,2011,365
3,0,1,1,1.60844439552919,1.67698313489542,55,1.67698313489542,5,10,2,8,2012,181
1,0,1,2,-1.23811427501578,-1.01489024774002,60,-1.01489024774002,3,0,14,2,2012,14
1,0,1,1,-1.76525476956115,-1.82197854966086,55,-1.82197854966086,5,11,19,1,2012,99
3,0,1,1,1.08130390098382,0.959308137149237,45,0.959308137149238,5,8,11,8,2011,390
3,0,0,1,0.65959150534753,0.600470638276144,83,0.600470638276145,7,8,10,9,2011,119
3,1,0,2,1.39758819771104,1.31814563602233,55,1.31814563602233,2,20,4,7,2011,386
1,0,1,1,-0.710973780470418,-0.745466053041578,23,-0.745466053041578,2,16,13,2,2012,211
4,0,1,2,-0.605545681561345,-0.476633999430383,87,-0.476633999430383,2,8,17,12,2012,592
4,0,1,1,-0.394689483743199,-0.297215249993837,88,-0.297215249993837,6,6,7,10,2011,87
1,0,1,3,-1.34354237392486,-1.28372230135122,87,-1.28372230135122,4,18,8,2,2012,167
4,0,0,1,-0.289261384834126,-0.207209804731939,62,-0.207209804731939,1,8,16,10,2011,99
3,0,1,1,0.765019604256603,-1.37372774661312,73,-1.37372774661312,6,5,17,8,2012,36
3,0,1,2,0.554163406438457,0.689883942450793,73,0.689883942450793,6,6,15,7,2011,120
2,0,0,1,1.18673199989289,1.22814019076043,66,1.22814019076043,1,9,12,6,2011,182
2,0,0,1,0.448735307529384,0.421051888839598,37,0.421051888839598,7,18,7,5,2011,289
1,0,1,1,-1.76525476956115,-1.73256524548621,55,-1.73256524548621,3,0,4,1,2011,5
4,0,0,1,-1.554398571743,-1.55314649604966,59,-1.55314649604966,1,6,18,12,2011,3
2,0,1,1,1.29216009880197,1.13872688658578,42,1.13872688658578,2,11,6,6,2011,111
1,0,0,1,0.0270229118930925,0.0616222488792559,39,0.061622248879256,7,20,7,1,2012,170
4,0,1,2,0.448735307529384,0.421051888839598,78,0.421051888839598,3,21,11,10,2011,175
3,0,1,2,0.0270229118930925,0.0616222488792559,51,0.061622248879256,6,10,16,9,2011,140
2,0,1,1,0.132451010802165,0.151627694141154,59,0.151627694141154,6,8,18,5,2012,745
4,0,1,1,0.343307208620311,0.3310464435777,60,0.3310464435777,3,19,18,10,2011,317
3,0,1,1,1.39758819771104,1.31814563602233,55,1.31814563602233,4,13,14,9,2011,178
4,0,1,1,-0.289261384834126,-0.207209804731939,88,-0.207209804731939,5,7,18,10,2012,508
2,0,1,1,0.554163406438457,0.869302691887339,38,0.86930269188734,3,10,17,4,2012,217
4,0,0,1,-0.500117582652272,-0.386628554168485,76,-0.386628554168485,7,7,15,10,2011,57
4,0,0,1,-0.710973780470418,-0.835471498303476,46,-0.835471498303476,7,10,17,11,2012,320
4,0,0,1,-0.394689483743199,-0.297215249993837,54,-0.297215249993837,1,15,18,11,2012,407
3,0,1,1,-0.394689483743199,-0.297215249993837,67,-0.297215249993837,6,8,16,9,2011,409
3,0,1,1,1.71387249443826,1.76639643907007,52,1.76639643907007,3,21,17,7,2012,333
1,0,1,1,-2.39782336301558,-2.45024024323239,45,-2.45024024323239,4,9,4,1,2012,180
2,0,1,1,-0.605545681561345,-0.476633999430383,76,-0.476633999430383,5,23,7,4,2011,54
4,0,1,2,-0.816401879379491,-0.835471498303476,71,-0.835471498303476,6,12,7,12,2012,240
3,0,1,1,1.71387249443826,1.76639643907007,52,1.76639643907007,5,11,2,8,2012,226
4,0,1,2,0.132451010802165,0.151627694141154,88,0.151627694141154,3,3,11,10,2011,3
2,0,1,1,1.18673199989289,1.04872144132389,32,1.04872144132389,4,17,13,6,2012,857
1,0,1,2,-0.816401879379491,-0.835471498303476,0,-0.835471498303476,5,22,10,3,2011,34
3,0,1,1,1.18673199989289,1.13872688658578,54,1.13872688658578,5,18,1,9,2011,531
1,0,0,2,-0.183833285925053,-0.11779650055729,94,-0.11779650055729,1,13,6,3,2011,105
2,0,1,1,-0.183833285925053,-0.11779650055729,31,-0.11779650055729,2,2,9,4,2012,6
1,0,0,1,-1.554398571743,-1.73256524548621,34,-1.73256524548621,1,13,15,1,2012,224
3,0,1,1,1.71387249443826,1.76639643907007,49,1.76639643907007,2,18,18,7,2011,558
1,0,0,1,-1.44897047283393,-1.55314649604966,44,-1.55314649604966,7,8,10,3,2012,111
3,1,0,1,1.71387249443826,1.67698313489542,46,1.67698313489542,4,11,4,7,2012,485
3,0,1,2,0.237879109711238,0.241633139403052,68,0.241633139403052,2,9,19,9,2011,215
4,0,1,2,-0.921829978288564,-0.924884802478124,45,-0.924884802478124,6,20,16,12,2011,152
1,0,1,3,-0.289261384834126,-0.207209804731939,0,-0.207209804731939,5,14,10,3,2011,12
3,0,1,1,1.08130390098382,1.04872144132389,65,1.04872144132389,3,1,5,7,2011,39
3,0,1,1,1.29216009880197,1.13872688658578,51,1.13872688658578,3,11,16,8,2011,150
2,0,1,3,-0.0784051870159804,-0.0277910552953925,44,-0.0277910552953925,4,9,18,4,2012,265
2,0,1,1,0.554163406438457,0.869302691887339,49,0.86930269188734,2,8,4,6,2012,665
4,0,1,1,-0.605545681561345,-0.476633999430383,40,-0.476633999430383,3,16,13,11,2012,310
1,0,1,1,-1.02725807719764,-0.835471498303476,70,-0.835471498303476,6,7,2,3,2012,262
2,0,1,2,-0.0784051870159804,-0.0277910552953925,88,-0.0277910552953925,3,6,5,4,2011,38
4,0,0,1,-0.0784051870159804,-0.0277910552953925,88,-0.0277910552953925,7,23,8,10,2011,142
3,0,0,1,0.237879109711238,0.241633139403052,64,0.241633139403052,1,1,16,9,2012,117
3,0,1,1,1.29216009880197,-1.37372774661312,55,-1.37372774661312,6,10,17,8,2012,231
3,0,0,1,0.132451010802165,0.151627694141154,72,0.151627694141154,7,17,17,9,2011,359
4,0,1,2,0.554163406438457,0.689883942450793,73,0.689883942450793,3,11,11,10,2011,123
2,0,1,1,1.08130390098382,0.959308137149237,45,0.959308137149238,6,12,15,6,2012,403
1,0,0,1,-1.02725807719764,-1.19430899717657,33,-1.19430899717657,7,12,10,3,2012,329
3,1,0,1,0.765019604256603,0.600470638276144,83,0.600470638276145,2,1,4,7,2011,119
4,0,1,1,0.132451010802165,0.151627694141154,34,0.151627694141154,5,15,11,10,2012,460
2,0,1,1,-0.605545681561345,-0.476633999430383,40,-0.476633999430383,3,18,5,4,2011,267
3,0,0,3,0.870447703165676,0.689883942450793,89,0.689883942450793,1,23,2,9,2012,123
2,0,1,1,0.237879109711238,0.241633139403052,88,0.241633139403052,3,21,17,5,2011,174
1,0,1,1,-0.289261384834126,-0.207209804731939,72,-0.207209804731939,5,6,15,3,2012,117
2,0,1,1,1.18673199989289,1.04872144132389,39,1.04872144132389,6,14,15,6,2012,376
3,0,1,1,1.18673199989289,1.13872688658578,58,1.13872688658578,5,4,5,7,2012,7
1,0,1,1,0.975875802074748,0.959308137149237,39,0.959308137149238,6,18,18,3,2011,331
2,0,1,1,-0.816401879379491,-0.65605274886693,76,-0.65605274886693,5,4,14,4,2011,9
2,0,1,1,0.0270229118930925,0.0616222488792559,42,0.061622248879256,5,22,10,5,2012,232
1,0,1,3,-1.76525476956115,-1.46314105078776,93,-1.46314105078776,3,19,11,1,2011,51
